#
# Results on Wed, 01 Oct 2025 13:03:06 GMT
# USER AGENT: Mozilla/5.0 (X11; Linux x86_64; rv:143.0) Gecko/20100101 Firefox/143.0
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1759323786,eb78e671c668053cd33626a06c201fde,PennController,0,0,intropage,NULL,PennController,0,_Trial_,Start,1759323305695,NULL
1759323786,eb78e671c668053cd33626a06c201fde,PennController,0,0,intropage,NULL,Html,introduction,write_translation,Alberne Person / Narr,1759323339176,text input
1759323786,eb78e671c668053cd33626a06c201fde,PennController,0,0,intropage,NULL,Html,introduction,Einverstaendniserklaerung,checked,1759323339176,checkbox
1759323786,eb78e671c668053cd33626a06c201fde,PennController,0,0,intropage,NULL,PennController,0,_Trial_,End,1759323339176,NULL
# 13. WortK.
# 14. Comments.
1759323786,eb78e671c668053cd33626a06c201fde,PennController,5,0,Translation,NULL,PennController,30,_Trial_,Start,1759323339179,Jemös,NULL
1759323786,eb78e671c668053cd33626a06c201fde,PennController,5,0,Translation,NULL,Controller-Form,Continuation,continuation,???%0A???,1759323351244,Jemös,Any addtional parameters were appended as additional columns
1759323786,eb78e671c668053cd33626a06c201fde,PennController,5,0,Translation,NULL,Controller-Form,Continuation,_REACTION_TIME_,12063,1759323351244,Jemös,Any addtional parameters were appended as additional columns
1759323786,eb78e671c668053cd33626a06c201fde,PennController,5,0,Translation,NULL,PennController,30,_Trial_,End,1759323351248,Jemös,NULL
1759323786,eb78e671c668053cd33626a06c201fde,PennController,4,0,Translation,NULL,PennController,29,_Trial_,Start,1759323351249,Lück,NULL
1759323786,eb78e671c668053cd33626a06c201fde,PennController,4,0,Translation,NULL,Controller-Form,Continuation,continuation,sdfsd,1759323356541,Lück,Any addtional parameters were appended as additional columns
1759323786,eb78e671c668053cd33626a06c201fde,PennController,4,0,Translation,NULL,Controller-Form,Continuation,_REACTION_TIME_,5292,1759323356541,Lück,Any addtional parameters were appended as additional columns
1759323786,eb78e671c668053cd33626a06c201fde,PennController,4,0,Translation,NULL,PennController,29,_Trial_,End,1759323356544,Lück,NULL
1759323786,eb78e671c668053cd33626a06c201fde,PennController,8,0,Translation,NULL,PennController,33,_Trial_,Start,1759323356545,Veedel,NULL
1759323786,eb78e671c668053cd33626a06c201fde,PennController,8,0,Translation,NULL,Controller-Form,Continuation,continuation,Bezirk,1759323367323,Veedel,Any addtional parameters were appended as additional columns
1759323786,eb78e671c668053cd33626a06c201fde,PennController,8,0,Translation,NULL,Controller-Form,Continuation,_REACTION_TIME_,10777,1759323367323,Veedel,Any addtional parameters were appended as additional columns
1759323786,eb78e671c668053cd33626a06c201fde,PennController,8,0,Translation,NULL,PennController,33,_Trial_,End,1759323367327,Veedel,NULL
1759323786,eb78e671c668053cd33626a06c201fde,PennController,9,0,Translation,NULL,PennController,34,_Trial_,Start,1759323367327,Büggel,NULL
1759323786,eb78e671c668053cd33626a06c201fde,PennController,9,0,Translation,NULL,Controller-Form,Continuation,continuation,sdfsd,1759323370313,Büggel,Any addtional parameters were appended as additional columns
1759323786,eb78e671c668053cd33626a06c201fde,PennController,9,0,Translation,NULL,Controller-Form,Continuation,_REACTION_TIME_,2985,1759323370313,Büggel,Any addtional parameters were appended as additional columns
1759323786,eb78e671c668053cd33626a06c201fde,PennController,9,0,Translation,NULL,PennController,34,_Trial_,End,1759323370315,Büggel,NULL
1759323786,eb78e671c668053cd33626a06c201fde,PennController,11,0,Translation,NULL,PennController,36,_Trial_,Start,1759323370315,Ping,NULL
1759323786,eb78e671c668053cd33626a06c201fde,PennController,11,0,Translation,NULL,Controller-Form,Continuation,continuation,sdfsdf,1759323373582,Ping,Any addtional parameters were appended as additional columns
1759323786,eb78e671c668053cd33626a06c201fde,PennController,11,0,Translation,NULL,Controller-Form,Continuation,_REACTION_TIME_,3265,1759323373582,Ping,Any addtional parameters were appended as additional columns
1759323786,eb78e671c668053cd33626a06c201fde,PennController,11,0,Translation,NULL,PennController,36,_Trial_,End,1759323373585,Ping,NULL
1759323786,eb78e671c668053cd33626a06c201fde,PennController,12,0,Translation,NULL,PennController,37,_Trial_,Start,1759323373586,Pänz,NULL
1759323786,eb78e671c668053cd33626a06c201fde,PennController,12,0,Translation,NULL,Controller-Form,Continuation,continuation,Kind,1759323377448,Pänz,Any addtional parameters were appended as additional columns
1759323786,eb78e671c668053cd33626a06c201fde,PennController,12,0,Translation,NULL,Controller-Form,Continuation,_REACTION_TIME_,3861,1759323377448,Pänz,Any addtional parameters were appended as additional columns
1759323786,eb78e671c668053cd33626a06c201fde,PennController,12,0,Translation,NULL,PennController,37,_Trial_,End,1759323377451,Pänz,NULL
